Results Table 1,,
,Specimen label,Specimen note 1
1,400,
,,
Time,Displacement,Force
(s),(mm),(N)
39.12,260.4771,1154.6863
39.14,260.6104,1154.8307
39.16,260.7437,1155.0214
39.18,260.8769,1155.1174
39.2,261.0103,1155.3717
39.22,261.1437,1155.5166
39.24,261.2771,1155.7231
39.26,261.4104,1155.9001
39.28,261.5438,1156.0469
39.3,261.6771,1156.2396
39.32,261.8104,1156.3953
39.34,261.9438,1156.5753
39.36,262.0771,1156.6685
39.38,262.2104,1156.91
39.4,262.3438,1157.0497
39.42,262.4771,1157.2429
39.44,262.6104,1157.3809
39.46,262.7437,1157.5334
39.48,262.8772,1157.7247
39.5,263.0105,1157.9611
39.52,263.1436,1158.1055
39.54,263.2769,1158.2717
39.56,263.4102,1158.5321
39.58,263.5437,1158.6937
39.6,263.6771,1158.9327
39.62,263.8104,1159.0382
39.64,263.9438,1159.2399
39.66,264.0771,1159.3872
39.68,264.2104,1159.5547
39.7,264.3437,1159.6912
39.72,264.4769,1159.8176
39.74,264.6103,1159.9309
39.76,264.7437,1160.119
39.78,264.8771,1160.2842
39.8,265.0104,1160.3782
39.82,265.1437,1160.5806
39.84,265.2771,1160.7032
39.86,265.4104,1160.9054
39.88,265.5437,1160.9978
39.9,265.677,1161.0986
39.92,265.8104,1161.2545
39.94,265.9437,1161.4331
39.96,266.077,1161.568
39.98,266.2103,1161.7614
40,266.3437,1161.9535
40.02,266.4771,1162.0569
40.04,266.6105,1162.2441
40.06,266.7438,1162.3802
40.08,266.8771,1162.5822
40.1,267.0104,1162.6689
40.12,267.1437,1162.8685
40.14,267.2771,1162.99
40.16,267.4104,1163.1954
40.18,267.5437,1163.3723
40.2,267.6771,1163.502
40.22,267.8104,1163.6438
40.24,267.9437,1163.7853
40.26,268.077,1164.0566
40.28,268.2103,1164.2166
40.3,268.3437,1164.407
40.32,268.4771,1164.5243
40.34,268.6104,1164.7351
40.36,268.7437,1164.78
40.38,268.877,1164.9515
40.4,269.0104,1165.0525
40.42,269.1437,1165.2522
40.44,269.277,1165.432
40.46,269.4103,1165.5765
40.48,269.5437,1165.7074
40.5,269.677,1165.8114
40.52,269.8103,1166.0266
40.54,269.9437,1166.1289
40.56,270.0771,1166.3173
40.58,270.2104,1166.386
40.6,270.3437,1166.5811
40.62,270.477,1166.6718
40.64,270.6103,1166.8715
40.66,270.7437,1166.989
40.68,270.8771,1167.0979
40.7,271.0104,1167.2308
40.72,271.1438,1167.37
40.74,271.2772,1167.5737
40.76,271.4105,1167.6995
40.78,271.5437,1167.9043
40.8,271.6768,1167.9451
40.82,271.8102,1168.1058
40.84,271.9437,1168.2241
40.86,272.0772,1168.3951
40.88,272.2104,1168.5593
40.9,272.3438,1168.6975
40.92,272.4771,1168.8688
40.94,272.6104,1169.005
40.96,272.7436,1169.1783
40.98,272.8769,1169.2844
41,273.0103,1169.4501
41.02,273.1437,1169.4955
41.04,273.2771,1169.7191
41.06,273.4103,1169.813
41.08,273.5437,1169.9955
41.1,273.6771,1170.1934
41.12,273.8105,1170.3149
41.14,273.9438,1170.4365
41.16,274.0771,1170.5123
41.18,274.2104,1170.6968
41.2,274.3437,1170.8284
41.22,274.4771,1170.9966
41.24,274.6104,1171.141
41.26,274.7437,1171.2966
41.28,274.8771,1171.3945
41.3,275.0104,1171.5336
41.32,275.1436,1171.6704
41.34,275.277,1171.84
41.36,275.4104,1171.9891
41.38,275.5438,1172.1458
41.4,275.6771,1172.2753
41.42,275.8103,1172.3571
41.44,275.9436,1172.5258
41.46,276.0771,1172.6215
41.48,276.2104,1172.7916
41.5,276.3437,1172.8572
41.52,276.4771,1173.0796
41.54,276.6104,1173.1802
41.56,276.7437,1173.2843
41.58,276.877,1173.4164
41.6,277.0103,1173.5571
41.62,277.1437,1173.6875
41.64,277.2772,1173.8079
41.66,277.4105,1173.9779
41.68,277.5437,1174.0763
41.7,277.677,1174.3381
41.72,277.8103,1174.4585
41.74,277.9437,1174.6874
41.76,278.077,1174.769
41.78,278.2104,1174.9274
41.8,278.3438,1175.049
41.82,278.4771,1175.1637
41.84,278.6104,1175.26
41.86,278.7436,1175.4261
41.88,278.877,1175.6051
41.9,279.0103,1175.7031
41.92,279.1438,1175.9349
41.94,279.2772,1176.0591
41.96,279.4104,1176.1831
41.98,279.5437,1176.271
42,279.6771,1176.4716
42.02,279.8105,1176.5723
42.04,279.9437,1176.7252
42.06,280.0769,1176.9285
42.08,280.2103,1176.9873
42.1,280.3436,1177.0856
42.12,280.477,1177.1608
42.14,280.6104,1177.3345
42.16,280.7437,1177.4038
42.18,280.8772,1177.6387
42.2,281.0105,1177.7499
42.22,281.1437,1177.874
42.24,281.2769,1177.9807
42.26,281.4102,1178.1552
42.28,281.5437,1178.1898
42.3,281.6771,1178.3046
42.32,281.8105,1178.4575
42.34,281.9438,1178.5681
42.36,282.0771,1178.7474
42.38,282.2104,1178.8015
42.4,282.3437,1179.0403
42.42,282.4771,1179.1472
42.44,282.6104,1179.3091
42.46,282.7438,1179.4072
42.48,282.8771,1179.564
42.5,283.0103,1179.6827
42.52,283.1436,1179.7648
42.54,283.2771,1179.8654
42.56,283.4104,1179.9841
42.58,283.5437,1180.1968
42.6,283.6771,1180.2955
42.62,283.8104,1180.4608
42.64,283.9438,1180.5204
42.66,284.0771,1180.6727
42.68,284.2104,1180.7229
42.7,284.3437,1180.8975
42.72,284.4771,1180.9906
42.74,284.6104,1181.0828
42.76,284.7437,1181.2717
42.78,284.877,1181.3802
42.8,285.0104,1181.5336
42.82,285.1437,1181.614
42.84,285.277,1181.7615
42.86,285.4104,1181.8157
42.88,285.5437,1181.9429
42.9,285.6771,1182.015
42.92,285.8104,1182.1467
42.94,285.9436,1182.198
42.96,286.077,1182.2932
42.98,286.2104,1182.4435
43,286.3437,1182.5458
43.02,286.4771,1182.7168
43.04,286.6104,1182.8553
43.06,286.7437,1182.9795
43.08,286.8771,1183.004
43.1,287.0104,1183.2042
43.12,287.1437,1183.286
43.14,287.277,1183.4536
43.16,287.4104,1183.5756
43.18,287.5437,1183.6713
43.2,287.6771,1183.7848
43.22,287.8104,1183.9075
43.24,287.9438,1184.0356
43.26,288.0772,1184.1427
43.28,288.2105,1184.4054
43.3,288.3437,1184.4979
43.32,288.477,1184.6538
43.34,288.6102,1184.7466
43.36,288.7435,1184.954
43.38,288.877,1184.9398
43.4,289.0104,1185.0555
43.42,289.1438,1185.1934
43.44,289.2771,1185.326
43.46,289.4104,1185.4816
43.48,289.5436,1185.4739
43.5,289.6769,1185.6027
43.52,289.8103,1185.6725
43.54,289.9436,1185.8491
43.56,290.077,1185.9076
43.58,290.2104,1186.0399
43.6,290.3437,1186.0682
43.62,290.4771,1186.1876
43.64,290.6104,1186.2341
43.66,290.7437,1186.3888
43.68,290.8771,1186.4551
43.7,291.0105,1186.5243
43.72,291.1437,1186.6757
43.74,291.277,1186.6891
43.76,291.4103,1186.8549
43.78,291.5437,1186.9178
43.8,291.6771,1187.1162
43.82,291.8104,1187.1985
43.84,291.9437,1187.2927
43.86,292.077,1187.4131
43.88,292.2104,1187.5531
43.9,292.3438,1187.6614
43.92,292.4771,1187.7333
43.94,292.6104,1187.8589
43.96,292.7438,1187.9474
43.98,292.8771,1188.0557
44,293.0103,1188.1686
44.02,293.1436,1188.2784
44.04,293.277,1188.3127
44.06,293.4104,1188.5179
44.08,293.5437,1188.6382
44.1,293.677,1188.7789
44.12,293.8104,1188.881
44.14,293.9437,1188.8854
44.16,294.0771,1189.0458
44.18,294.2104,1189.1327
44.2,294.3437,1189.2473
44.22,294.4771,1189.2278
44.24,294.6104,1189.3888
44.26,294.7436,1189.4554
44.28,294.877,1189.5746
44.3,295.0103,1189.7062
44.32,295.1438,1189.8657
44.34,295.2772,1189.8994
44.36,295.4104,1190.0194
44.38,295.5437,1190.0557
44.4,295.677,1190.0562
44.42,295.8104,1190.2152
44.44,295.9437,1190.2402
44.46,296.0771,1190.4133
44.48,296.2105,1190.4799
44.5,296.3438,1190.6334
44.52,296.4771,1190.7031
44.54,296.6104,1190.7821
44.56,296.7437,1190.8176
44.58,296.8771,1190.8158
44.6,297.0104,1190.9469
44.62,297.1436,1191.0497
44.64,297.2769,1191.2063
44.66,297.4103,1191.3129
44.68,297.5438,1191.4677
44.7,297.6772,1191.5057
44.72,297.8105,1191.674
44.74,297.9438,1191.6975
44.76,298.0771,1191.7682
44.78,298.2104,1191.804
44.8,298.3436,1192.0471
44.82,298.4769,1192.1564
44.84,298.6104,1192.2111
44.86,298.7438,1192.3439
44.88,298.8771,1192.4324
44.9,299.0104,1192.5457
44.92,299.1436,1192.6078
44.94,299.277,1192.7965
44.96,299.4104,1192.8546
44.98,299.5437,1192.9282
45,299.6771,1193.0115
45.02,299.8104,1193.1257
45.04,299.9438,1193.2209
45.06,300.077,1193.2466
45.08,300.2103,1193.3071
45.1,300.3436,1193.3932
45.12,300.4771,1193.5702
45.14,300.6104,1193.5769
45.16,300.7437,1193.6875
45.18,300.8771,1193.6998
45.2,301.0104,1193.8308
45.22,301.1437,1193.8051
45.24,301.277,1193.8782
45.26,301.4103,1194.0076
45.28,301.5437,1194.113
45.3,301.6771,1194.2521
45.32,301.8104,1194.3649
45.34,301.9437,1194.4652
45.36,302.077,1194.4714
45.38,302.2104,1194.5874
45.4,302.3438,1194.6578
45.42,302.4771,1194.8203
45.44,302.6104,1194.8894
45.46,302.7437,1194.9684
45.48,302.8771,1195.0452
45.5,303.0104,1195.1575
45.52,303.1437,1195.2782
45.54,303.277,1195.3734
45.56,303.4104,1195.5205
45.58,303.5437,1195.5128
45.6,303.677,1195.6714
45.62,303.8103,1195.6707
45.64,303.9437,1195.8558
45.66,304.0771,1195.8955
45.68,304.2104,1196.0194
45.7,304.3437,1196.0544
45.72,304.4771,1196.2373
45.74,304.6104,1196.288
45.76,304.7438,1196.3923
45.78,304.8771,1196.462
45.8,305.0104,1196.4663
45.82,305.1437,1196.6637
45.84,305.2771,1196.668
45.86,305.4104,1196.7596
45.88,305.5435,1196.7589
45.9,305.6768,1196.8535
45.92,305.8103,1196.8959
45.94,305.9438,1197.0063
45.96,306.0771,1197.0587
45.98,306.2104,1197.0984
46,306.3437,1197.2684
46.02,306.4771,1197.3506
46.04,306.6104,1197.4719
46.06,306.7437,1197.4875
46.08,306.877,1197.6865
46.1,307.0104,1197.7089
46.12,307.1438,1197.827
46.14,307.277,1197.895
46.16,307.4104,1198.0009
46.18,307.5437,1198.078
46.2,307.6771,1198.205
46.22,307.8105,1198.3719
46.24,307.9438,1198.4087
46.26,308.077,1198.5333
46.28,308.2104,1198.6317
46.3,308.3437,1198.7719
46.32,308.4769,1198.8405
46.34,308.6103,1198.9001
46.36,308.7437,1198.9742
46.38,308.877,1199.0798
46.4,309.0104,1199.114
46.42,309.1437,1199.2582
46.44,309.2771,1199.3293
46.46,309.4105,1199.4012
46.48,309.5439,1199.4983
46.5,309.6771,1199.6022
46.52,309.8103,1199.7128
46.54,309.9436,1199.7173
46.56,310.077,1199.8182
46.58,310.2104,1199.8876
46.6,310.3437,1199.9856
46.62,310.4771,1200.0156
46.64,310.6104,1200.0629
46.66,310.7437,1200.1923
46.68,310.8769,1200.34
46.7,311.0103,1200.366
46.72,311.1437,1200.4662
46.74,311.2771,1200.603
46.76,311.4104,1200.6263
46.78,311.5437,1200.8131
46.8,311.677,1200.8314
46.82,311.8104,1200.996
46.84,311.9438,1201.073
46.86,312.0771,1201.182
46.88,312.2104,1201.239
46.9,312.3438,1201.3184
46.92,312.4771,1201.4354
46.94,312.6104,1201.5089
46.96,312.7437,1201.7006
46.98,312.877,1201.7706
47,313.0105,1201.9175
47.02,313.1438,1201.9845
47.04,313.2771,1202.1252
47.06,313.4103,1202.1576
47.08,313.5437,1202.3182
47.1,313.6771,1202.3868
47.12,313.8104,1202.5181
47.14,313.9437,1202.6062
47.16,314.0769,1202.655
47.18,314.2103,1202.7557
47.2,314.3437,1202.7904
47.22,314.477,1202.9247
47.24,314.6104,1202.9952
47.26,314.7438,1203.1298
47.28,314.8772,1203.1718
47.3,315.0104,1203.2899
47.32,315.1436,1203.3124
47.34,315.2769,1203.4429
47.36,315.4103,1203.4823
47.38,315.5436,1203.6351
47.4,315.677,1203.6829
47.42,315.8104,1203.7152
47.44,315.9438,1203.8411
47.46,316.0771,1203.9102
47.48,316.2104,1204.0696
47.5,316.3437,1204.0579
47.52,316.4771,1204.181
47.54,316.6105,1204.241
47.56,316.7438,1204.3788
47.58,316.877,1204.4553
47.6,317.0103,1204.5448
47.62,317.1436,1204.629
47.64,317.277,1204.7273
47.66,317.4104,1204.8799
47.68,317.5437,1204.9603
47.7,317.6772,1205.1028
47.72,317.8105,1205.1417
47.74,317.9437,1205.2566
47.76,318.077,1205.2848
47.78,318.2103,1205.4706
47.8,318.3437,1205.5367
47.82,318.477,1205.6427
47.84,318.6104,1205.6797
47.86,318.7437,1205.8312
47.88,318.877,1205.8776
47.9,319.0104,1205.9551
47.92,319.1437,1206.0325
47.94,319.277,1206.0645
47.96,319.4104,1206.228
47.98,319.5438,1206.3046
48,319.6771,1206.4606
48.02,319.8104,1206.5143
48.04,319.9437,1206.6179
48.06,320.077,1206.6681
48.08,320.2104,1206.7659
48.1,320.3437,1206.848
48.12,320.477,1206.8252
48.14,320.6103,1206.9506
48.16,320.7437,1207.0127
48.18,320.877,1207.0582
48.2,321.0104,1207.1683
48.22,321.1437,1207.3331
48.24,321.2771,1207.3666
48.26,321.4105,1207.5505
48.28,321.5437,1207.5695
48.3,321.677,1207.6541
48.32,321.8104,1207.7677
48.34,321.9438,1207.9233
48.36,322.0771,1207.9718
48.38,322.2105,1208.0242
48.4,322.3438,1208.129
48.42,322.477,1208.1973
48.44,322.6102,1208.3649
48.46,322.7436,1208.4497
48.48,322.877,1208.5967
48.5,323.0104,1208.6265
48.52,323.1438,1208.7792
48.54,323.2771,1208.8276
48.56,323.4104,1208.9677
48.58,323.5436,1209.0656
48.6,323.677,1209.1138
48.62,323.8104,1209.2133
48.64,323.9437,1209.2936
48.66,324.077,1209.4308
48.68,324.2104,1209.4603
48.7,324.3438,1209.5537
48.72,324.4771,1209.5433
48.74,324.6104,1209.6689
48.76,324.7438,1209.7219
48.78,324.8772,1209.813
48.8,325.0104,1209.8733
48.82,325.1437,1209.9536
48.84,325.2769,1210.0377
48.86,325.4103,1210.1471
48.88,325.5437,1210.328
48.9,325.677,1210.3402
48.92,325.8103,1210.3657
48.94,325.9437,1210.4441
48.96,326.0771,1210.5905
48.98,326.2105,1210.528
49,326.3438,1210.6685
49.02,326.4771,1210.7184
49.04,326.6104,1210.8488
49.06,326.7437,1210.9249
49.08,326.877,1211.0427
49.1,327.0103,1211.1481
49.12,327.1437,1211.1781
49.14,327.2771,1211.2938
49.16,327.4104,1211.3632
49.18,327.5436,1211.5026
49.2,327.6769,1211.6217
49.22,327.8103,1211.7465
49.24,327.9438,1211.8229
49.26,328.0771,1211.929
49.28,328.2104,1212.0425
49.3,328.3438,1212.2408
49.32,328.4771,1212.2628
49.34,328.6104,1212.3186
49.36,328.7436,1212.3472
49.38,328.877,1212.4894
49.4,329.0104,1212.6116
49.42,329.1438,1212.6105
49.44,329.2771,1212.7491
49.46,329.4104,1212.7909
49.48,329.5437,1212.9241
49.5,329.6771,1212.9756
49.52,329.8104,1213.1074
49.54,329.9437,1213.1511
49.56,330.077,1213.2635
49.58,330.2104,1213.3777
49.6,330.3438,1213.4141
49.62,330.477,1213.5192
49.64,330.6104,1213.5465
49.66,330.7438,1213.658
49.68,330.8771,1213.7363
49.7,331.0103,1213.8695
49.72,331.1436,1213.8695
49.74,331.2769,1214.004
49.76,331.4103,1214.0934
49.78,331.5438,1214.3118
49.8,331.6771,1214.3784
49.82,331.8105,1214.4404
49.84,331.9438,1214.5912
49.86,332.0771,1214.5941
49.88,332.2103,1214.6798
49.9,332.3435,1214.675
49.92,332.4769,1214.8885
49.94,332.6104,1215.0002
49.96,332.7438,1215.1368
49.98,332.8771,1215.218
50,333.0104,1215.3848
50.02,333.1437,1215.3719
50.04,333.2771,1215.4816
50.06,333.4104,1215.5851
50.08,333.5437,1215.6299
50.1,333.677,1215.7793
50.12,333.8104,1215.8569
50.14,333.9437,1215.9493
50.16,334.0769,1215.9532
50.18,334.2103,1216.1543
50.2,334.3438,1216.1967
50.22,334.4771,1216.2681
50.24,334.6105,1216.3795
50.26,334.7437,1216.4346
50.28,334.877,1216.4906
50.3,335.0103,1216.6754
50.32,335.1437,1216.7753
50.34,335.277,1216.8391
50.36,335.4103,1216.9839
50.38,335.5438,1216.9467
50.4,335.6771,1217.0239
50.42,335.8104,1217.0546
50.44,335.9437,1217.1721
50.46,336.077,1217.1858
50.48,336.2104,1217.3839
50.5,336.3438,1217.4176
50.52,336.4771,1217.4972
50.54,336.6104,1217.6121
50.56,336.7438,1217.6975
50.58,336.8771,1217.7749
50.6,337.0103,1217.7904
50.62,337.1436,1217.9049
50.64,337.277,1217.9746
50.66,337.4104,1218.1085
50.68,337.5437,1218.1307
50.7,337.677,1218.2645
50.72,337.8103,1218.3387
50.74,337.9438,1218.5104
50.76,338.0771,1218.5969
50.78,338.2104,1218.6975
50.8,338.3437,1218.8052
50.82,338.477,1218.8362
50.84,338.6104,1218.9711
50.86,338.7437,1219.0485
50.88,338.877,1219.23
50.9,339.0105,1219.2374
50.92,339.1439,1219.3171
50.94,339.2772,1219.3434
50.96,339.4103,1219.4823
50.98,339.5435,1219.5797
51,339.6769,1219.6478
51.02,339.8104,1219.7172
51.04,339.9438,1219.7972
51.06,340.0771,1219.8344
51.08,340.2104,1219.8195
51.1,340.3438,1219.9076
51.12,340.4771,1219.8787
51.14,340.6103,1220.0708
51.16,340.7436,1220.1014
51.18,340.877,1220.1697
51.2,341.0104,1220.1671
51.22,341.1438,1220.1857
51.24,341.277,1220.1133
51.26,341.4104,1181.3362
51.264,341.4371,1087.6704
51.267,341.4571,995.6288
51.27,341.4771,894.4147
51.273,341.4972,788.8113
51.275,341.5105,718.228
