Results Table 1,,
,Specimen label,Specimen note 1
1,400,
,,
Time,Displacement,Force
(s),(mm),(N)
19.68,130.8771,948.2249
19.7,131.0105,948.3532
19.72,131.1438,948.4153
19.74,131.277,948.508
19.76,131.4104,948.6564
19.78,131.5437,948.7963
19.8,131.677,948.9213
19.82,131.8104,948.9691
19.84,131.9438,949.0946
19.86,132.0771,949.1193
19.88,132.2104,949.2738
19.9,132.3436,949.3707
19.92,132.477,949.512
19.94,132.6104,949.6563
19.96,132.7438,949.7976
19.98,132.8771,949.9102
20,133.0104,950.0134
20.02,133.1437,950.0958
20.04,133.2771,950.1541
20.06,133.4104,950.3066
20.08,133.5436,950.347
20.1,133.6769,950.5534
20.12,133.8104,950.5759
20.14,133.9437,950.702
20.16,134.077,950.8014
20.18,134.2103,950.9571
20.2,134.3438,951.0881
20.22,134.4771,951.1469
20.24,134.6104,951.271
20.26,134.7437,951.3361
20.28,134.877,951.4518
20.3,135.0104,951.5488
20.32,135.1437,951.7313
20.34,135.2771,951.7662
20.36,135.4104,951.908
20.38,135.5438,951.955
20.4,135.6772,952.0939
20.42,135.8104,952.2139
20.44,135.9435,952.2506
20.46,136.0768,952.3661
20.48,136.2103,952.4311
20.5,136.3438,952.6685
20.52,136.4771,952.7573
20.54,136.6104,952.8546
20.56,136.7438,952.9095
20.58,136.8771,952.994
20.6,137.0103,953.0786
20.62,137.1436,953.2421
20.64,137.277,953.299
20.66,137.4104,953.4396
20.68,137.5437,953.556
20.7,137.677,953.6364
20.72,137.8103,953.8271
20.74,137.9437,953.9303
20.76,138.0771,954.1406
20.78,138.2104,954.2081
20.8,138.3437,954.3496
20.82,138.477,954.4111
20.84,138.6104,954.6187
20.86,138.7437,954.7518
20.88,138.877,954.8253
20.9,139.0104,954.8896
20.92,139.1438,955.0096
20.94,139.2771,955.1297
20.96,139.4104,955.2619
20.98,139.5437,955.4023
21,139.677,955.4913
21.02,139.8104,955.6516
21.04,139.9438,955.6708
21.06,140.077,955.8017
21.08,140.2103,955.9063
21.1,140.3437,955.9791
21.12,140.4771,956.0642
21.14,140.6104,956.1501
21.16,140.7437,956.345
21.18,140.877,956.392
21.2,141.0104,956.5598
21.22,141.1437,956.6718
21.24,141.277,956.8451
21.26,141.4104,956.8732
21.28,141.5438,957.1111
21.3,141.6771,957.1934
21.32,141.8104,957.2956
21.34,141.9436,957.3704
21.36,142.077,957.5215
21.38,142.2103,957.7273
21.4,142.3437,957.8093
21.42,142.4771,957.9458
21.44,142.6104,958.0778
21.46,142.7438,958.2063
21.48,142.8771,958.2455
21.5,143.0103,958.3549
21.52,143.1436,958.4801
21.54,143.277,958.595
21.56,143.4104,958.6529
21.58,143.5438,958.8699
21.6,143.677,958.9696
21.62,143.8104,959.0629
21.64,143.9438,959.1907
21.66,144.0771,959.2891
21.68,144.2104,959.4321
21.7,144.3436,959.4258
21.72,144.4769,959.5749
21.74,144.6103,959.706
21.76,144.7437,959.8654
21.78,144.877,959.8718
21.8,145.0104,959.9449
21.82,145.1438,960.0598
21.84,145.2772,960.1953
21.86,145.4103,960.2357
21.88,145.5435,960.291
21.9,145.6768,960.4624
21.92,145.8103,960.5795
21.94,145.9437,960.7662
21.96,146.0771,960.7432
21.98,146.2105,960.8878
22,146.3438,960.9931
22.02,146.4771,961.2025
22.04,146.6103,961.2685
22.06,146.7437,961.3837
22.08,146.8771,961.5938
22.1,147.0105,961.6811
22.12,147.1438,961.7751
22.14,147.277,961.8142
22.16,147.4103,961.9519
22.18,147.5437,962.115
22.2,147.6771,962.3315
22.22,147.8104,962.386
22.24,147.9437,962.5856
22.26,148.0771,962.6539
22.28,148.2104,962.8185
22.3,148.3437,962.8233
22.32,148.477,962.96
22.34,148.6104,963.138
22.36,148.7438,963.2091
22.38,148.8771,963.4241
22.4,149.0104,963.584
22.42,149.1437,963.7265
22.44,149.277,963.8115
22.46,149.4104,963.9387
22.48,149.5437,963.9893
22.5,149.677,964.2009
22.52,149.8104,964.2811
22.54,149.9438,964.4656
22.56,150.0771,964.55
22.58,150.2103,964.5921
22.6,150.3436,964.7101
22.62,150.477,964.8528
22.64,150.6104,965.0626
22.66,150.7437,965.105
22.68,150.877,965.3036
22.7,151.0104,965.4581
22.72,151.1438,965.5523
22.74,151.2771,965.6678
22.76,151.4104,965.7734
22.78,151.5437,965.8686
22.8,151.677,965.969
22.82,151.8104,966.0883
22.84,151.9437,966.1565
22.86,152.077,966.325
22.88,152.2104,966.4775
22.9,152.3439,966.6507
22.92,152.4772,966.7154
22.94,152.6105,966.9221
22.96,152.7437,966.9683
22.98,152.8769,967.1438
23,153.0102,967.2007
23.02,153.1436,967.3315
23.04,153.277,967.5926
23.06,153.4105,967.6694
23.08,153.5438,967.7726
23.1,153.6771,967.9304
23.12,153.8103,968.0729
23.14,153.9436,968.1511
23.16,154.077,968.3056
23.18,154.2103,968.3561
23.2,154.3437,968.5496
23.22,154.4771,968.697
23.24,154.6104,968.9205
23.26,154.7438,969.0381
23.28,154.8771,969.2281
23.3,155.0104,969.3393
23.32,155.1437,969.3661
23.34,155.2771,969.4961
23.36,155.4104,969.6215
23.38,155.5437,969.8262
23.4,155.677,969.8773
23.42,155.8104,970.0223
23.44,155.9438,970.1445
23.46,156.077,970.3429
23.48,156.2103,970.4849
23.5,156.3437,970.6568
23.52,156.477,970.7313
23.54,156.6104,970.8432
23.56,156.7438,971.0198
23.58,156.8771,971.0855
23.6,157.0105,971.2679
23.62,157.1438,971.3531
23.64,157.277,971.5109
23.66,157.4103,971.6566
23.68,157.5437,971.7787
23.7,157.6771,971.874
23.72,157.8104,972.0714
23.74,157.9437,972.2442
23.76,158.077,972.3551
23.78,158.2104,972.4897
23.8,158.3437,972.5886
23.82,158.477,972.8485
23.84,158.6104,972.972
23.86,158.7437,973.1338
23.88,158.877,973.2507
23.9,159.0103,973.4272
23.92,159.1436,973.5677
23.94,159.277,973.7466
23.96,159.4104,973.8967
23.98,159.5438,974.0143
24,159.6771,974.163
24.02,159.8103,974.2908
24.04,159.9436,974.5095
24.06,160.077,974.5845
24.08,160.2103,974.8069
24.1,160.3437,974.9336
24.12,160.4771,975.1363
24.14,160.6104,975.2214
24.16,160.7437,975.4278
24.18,160.877,975.5582
24.2,161.0104,975.7613
24.22,161.1438,975.9717
24.24,161.277,976.0623
24.26,161.4102,976.1931
24.28,161.5435,976.2985
24.3,161.677,976.5239
24.32,161.8104,976.6208
24.34,161.9439,976.8186
24.36,162.0772,976.9457
24.38,162.2104,977.1611
24.4,162.3437,977.3303
24.42,162.477,977.4929
24.44,162.6102,977.6757
24.46,162.7436,977.8456
24.48,162.877,978.076
24.5,163.0105,978.1674
24.52,163.1438,978.3539
24.54,163.277,978.5389
24.56,163.4103,978.8173
24.58,163.5437,978.9458
24.6,163.677,979.1667
24.62,163.8104,979.3085
24.64,163.9437,979.4721
24.66,164.0771,979.5862
24.68,164.2104,979.836
24.7,164.3438,980.0459
24.72,164.477,980.178
24.74,164.6103,980.4119
24.76,164.7437,980.5279
24.78,164.8771,980.7844
24.8,165.0104,980.8787
24.82,165.1437,981.1099
24.84,165.2771,981.231
24.86,165.4104,981.3813
24.88,165.5437,981.5514
24.9,165.677,981.6851
24.92,165.8103,981.8662
24.94,165.9437,982.0864
24.96,166.077,982.3128
24.98,166.2103,982.462
25,166.3436,982.6767
25.02,166.477,982.7464
25.04,166.6105,983.0474
25.06,166.7438,983.1854
25.08,166.8771,983.3838
25.1,167.0104,983.6092
25.12,167.1437,983.8397
25.14,167.2771,984.0488
25.16,167.4103,984.2
25.18,167.5437,984.4785
25.2,167.6771,984.6509
25.22,167.8104,984.82
25.24,167.9437,985.0103
25.26,168.077,985.2599
25.28,168.2103,985.4258
25.3,168.3437,985.6682
25.32,168.4771,985.8326
25.34,168.6103,986.0121
25.36,168.7437,986.2436
25.38,168.877,986.42
25.4,169.0104,986.6386
25.42,169.1438,986.769
25.44,169.2771,987.031
25.46,169.4104,987.1695
25.48,169.5438,987.3867
25.5,169.6771,987.5508
25.52,169.8102,987.7253
25.54,169.9435,987.8833
25.56,170.077,988.1598
25.58,170.2104,988.299
25.6,170.3438,988.503
25.62,170.4771,988.7795
25.64,170.6104,988.9305
25.66,170.7437,989.2238
25.68,170.877,989.3334
25.7,171.0103,989.5666
25.72,171.1436,989.7078
25.74,171.277,989.9299
25.76,171.4105,990.1705
25.78,171.5437,990.3882
25.8,171.677,990.6115
25.82,171.8103,990.8871
25.84,171.9438,991.1272
25.86,172.0772,991.3669
25.88,172.2104,991.5634
25.9,172.3438,991.6873
25.92,172.4771,991.9296
25.94,172.6104,992.1323
25.96,172.7437,992.4588
25.98,172.877,992.6463
26,173.0103,992.9529
26.02,173.1437,993.1001
26.04,173.277,993.2347
26.06,173.4103,993.4606
26.08,173.5437,993.6871
26.1,173.6771,993.9756
26.12,173.8105,994.1566
26.14,173.9437,994.4442
26.16,174.077,994.6511
26.18,174.2103,994.8599
26.2,174.3437,995.0505
26.22,174.4771,995.36
26.24,174.6104,995.51
26.26,174.7437,995.7507
26.28,174.8771,995.9171
26.3,175.0104,996.0795
26.32,175.1436,996.2753
26.34,175.277,996.4882
26.36,175.4103,996.7699
26.38,175.5438,996.9547
26.4,175.6771,997.2119
26.42,175.8103,997.3755
26.44,175.9436,997.6675
26.46,176.077,997.8686
26.48,176.2104,998.1634
26.5,176.3437,998.4011
26.52,176.4771,998.6071
26.54,176.6104,998.8136
26.56,176.7438,998.9792
26.58,176.8771,999.2761
26.6,177.0103,999.5313
26.62,177.1437,999.8151
26.64,177.2771,999.9948
26.66,177.4104,1000.3403
26.68,177.5437,1000.5109
26.7,177.677,1000.794
26.72,177.8104,1001.0194
26.74,177.9438,1001.2307
26.76,178.0772,1001.4702
26.78,178.2104,1001.6874
26.8,178.3436,1001.982
26.82,178.4769,1002.2058
26.84,178.6103,1002.4969
26.86,178.7437,1002.7115
26.88,178.877,1003.0573
26.9,179.0104,1003.2948
26.92,179.1438,1003.5782
26.94,179.2771,1003.7426
26.96,179.4103,1003.9871
26.98,179.5436,1004.2333
27,179.677,1004.5211
27.02,179.8103,1004.8358
27.04,179.9437,1005.0148
27.06,180.0771,1005.3698
27.08,180.2104,1005.563
27.1,180.3437,1005.8598
27.12,180.477,1006.0925
27.14,180.6103,1006.3671
27.16,180.7437,1006.6215
27.18,180.8772,1007.0239
27.2,181.0105,1007.2338
27.22,181.1437,1007.5056
27.24,181.2769,1007.7211
27.26,181.4103,1007.9804
27.28,181.5437,1008.2687
27.3,181.6771,1008.508
27.32,181.8104,1008.8123
27.34,181.9438,1008.9975
27.36,182.0772,1009.3297
27.38,182.2104,1009.5579
27.4,182.3437,1009.881
27.42,182.477,1010.1313
27.44,182.6104,1010.3965
27.46,182.7437,1010.6984
27.48,182.8771,1010.9676
27.5,183.0104,1011.2607
27.52,183.1437,1011.5372
27.54,183.2771,1011.8585
27.56,183.4104,1012.0462
27.58,183.5437,1012.2878
27.6,183.677,1012.588
27.62,183.8104,1012.9764
27.64,183.9438,1013.2313
27.66,184.0771,1013.5527
27.68,184.2103,1013.836
27.7,184.3437,1014.1138
27.72,184.4771,1014.322
27.74,184.6104,1014.4746
27.76,184.7436,1014.8589
27.78,184.877,1015.1412
27.8,185.0103,1015.4658
27.82,185.1437,1015.6771
27.84,185.2771,1015.9865
27.86,185.4104,1016.2231
27.88,185.5437,1016.4752
27.9,185.6771,1016.7622
27.92,185.8104,1017.0305
27.94,185.9436,1017.3533
27.96,186.077,1017.6281
27.98,186.2104,1018.0029
28,186.3438,1018.1959
28.02,186.4772,1018.5146
28.04,186.6104,1018.7656
28.06,186.7437,1019.1721
28.08,186.8769,1019.4338
28.1,187.0103,1019.6762
28.12,187.1437,1019.9337
28.14,187.2771,1020.1811
28.16,187.4105,1020.505
28.18,187.5438,1020.7571
28.2,187.6771,1021.1046
28.22,187.8103,1021.3365
28.24,187.9436,1021.6493
28.26,188.077,1021.8995
28.28,188.2104,1022.1977
28.3,188.3436,1022.5032
28.32,188.477,1022.8205
28.34,188.6104,1023.1517
28.36,188.7437,1023.4641
28.38,188.877,1023.8065
28.4,189.0104,1024.0179
28.42,189.1438,1024.2878
28.44,189.2771,1024.4169
28.46,189.4103,1024.7861
28.48,189.5436,1024.9985
28.5,189.677,1025.2886
28.52,189.8103,1025.6133
28.54,189.9437,1025.9302
28.56,190.077,1026.2194
28.58,190.2103,1026.4084
28.6,190.3437,1026.7184
28.62,190.4771,1026.9551
28.64,190.6104,1027.2871
28.66,190.7437,1027.5243
28.68,190.877,1027.8446
28.7,191.0104,1028.1003
28.72,191.1437,1028.4629
28.74,191.277,1028.7189
28.76,191.4104,1028.9875
28.78,191.5438,1029.3392
28.8,191.6771,1029.5703
28.82,191.8104,1029.8717
28.84,191.9437,1030.1316
28.86,192.077,1030.4387
28.88,192.2104,1030.7413
28.9,192.3437,1031.0618
28.92,192.4771,1031.3003
28.94,192.6104,1031.6361
28.96,192.7438,1031.9432
28.98,192.8771,1032.1682
29,193.0103,1032.3809
29.02,193.1436,1032.723
29.04,193.277,1033.0481
29.06,193.4104,1033.3192
29.08,193.5437,1033.6969
29.1,193.677,1033.8685
29.12,193.8104,1034.2366
29.14,193.9437,1034.5365
29.16,194.077,1034.8771
29.18,194.2103,1035.1432
29.2,194.3437,1035.4381
29.22,194.4771,1035.7263
29.24,194.6104,1035.9949
29.26,194.7437,1036.2762
29.28,194.8771,1036.568
29.3,195.0105,1036.951
29.32,195.1438,1037.2175
29.34,195.277,1037.5325
29.36,195.4102,1037.7432
29.38,195.5435,1038.1444
29.4,195.677,1038.2975
29.42,195.8104,1038.5834
29.44,195.9438,1038.9114
29.46,196.0771,1039.2289
29.48,196.2105,1039.5103
29.5,196.3437,1039.7021
29.52,196.4769,1039.9941
29.54,196.6102,1040.2544
29.56,196.7436,1040.6666
29.58,196.8771,1040.9116
29.6,197.0105,1041.2128
29.62,197.1438,1041.4863
29.64,197.2771,1041.8192
29.66,197.4104,1042.1039
29.68,197.5438,1042.4104
29.7,197.6772,1042.7443
29.72,197.8104,1042.9878
29.74,197.9437,1043.2983
29.76,198.077,1043.5385
29.78,198.2103,1043.9067
29.8,198.3436,1044.1611
29.82,198.4769,1044.4528
29.84,198.6104,1044.7423
29.86,198.7438,1045.1095
29.88,198.8771,1045.3732
29.9,199.0104,1045.646
29.92,199.1437,1045.9086
29.94,199.277,1046.1736
29.96,199.4104,1046.4803
29.98,199.5437,1046.7722
30,199.677,1047.1808
30.02,199.8104,1047.4498
30.04,199.9438,1047.8292
30.06,200.0771,1048.0352
30.08,200.2103,1048.3431
30.1,200.3436,1048.5533
30.12,200.477,1048.8052
30.14,200.6104,1049.1345
30.16,200.7437,1049.4335
30.18,200.877,1049.7312
30.2,201.0104,1050.01
30.22,201.1437,1050.2739
30.24,201.277,1050.5216
30.26,201.4103,1050.8733
30.28,201.5437,1051.1064
30.3,201.6771,1051.4368
30.32,201.8104,1051.6831
30.34,201.9437,1052.0649
30.36,202.0771,1052.3447
30.38,202.2104,1052.5767
30.4,202.3438,1052.8588
30.42,202.4771,1053.1139
30.44,202.6104,1053.4709
30.46,202.7437,1053.7361
30.48,202.877,1054.0094
30.5,203.0104,1054.2742
30.52,203.1437,1054.6327
30.54,203.2771,1054.9094
30.56,203.4105,1055.2516
30.58,203.5438,1055.4763
30.6,203.6769,1055.7891
30.62,203.8101,1056.0724
30.64,203.9435,1056.326
30.66,204.077,1056.625
30.68,204.2104,1056.8467
30.7,204.3438,1057.1702
30.72,204.4771,1057.387
30.74,204.6105,1057.6632
30.76,204.7438,1057.9296
30.78,204.877,1058.2686
30.8,205.0102,1058.4858
30.82,205.1436,1058.7471
30.84,205.2771,1059.0227
30.86,205.4104,1059.2679
30.88,205.5437,1059.5763
30.9,205.677,1059.876
30.92,205.8104,1060.2142
30.94,205.9438,1060.4181
30.96,206.0771,1060.7125
30.98,206.2104,1060.9341
31,206.3437,1061.2429
31.02,206.477,1061.4517
31.04,206.6104,1061.6926
31.06,206.7437,1061.9453
31.08,206.877,1062.2256
31.1,207.0105,1062.4883
31.12,207.1438,1062.7946
31.14,207.2771,1063.0696
31.16,207.4104,1063.278
31.18,207.5437,1063.479
31.2,207.6772,1063.7738
31.22,207.8105,1064.2014
31.24,207.9437,1064.4171
31.26,208.077,1064.7091
31.28,208.2104,1064.9421
31.3,208.3437,1065.2498
31.32,208.477,1065.4641
31.34,208.6104,1065.7505
31.36,208.7437,1065.9866
31.38,208.877,1066.2278
31.4,209.0103,1066.4911
31.42,209.1436,1066.7242
31.44,209.277,1067.0353
31.46,209.4105,1067.2833
31.48,209.5438,1067.557
31.5,209.677,1067.7706
31.52,209.8103,1068.1276
31.54,209.9436,1068.3483
31.56,210.077,1068.6226
31.58,210.2104,1068.8723
31.6,210.3437,1069.1721
31.62,210.4771,1069.3921
31.64,210.6104,1069.5853
31.66,210.7437,1069.9109
31.68,210.877,1070.0889
31.7,211.0103,1070.4215
31.72,211.1437,1070.6796
31.74,211.2771,1071.0405
31.76,211.4105,1071.2145
31.78,211.5437,1071.4595
31.8,211.677,1071.6827
31.82,211.8105,1072.0267
31.84,211.9439,1072.277
31.86,212.0771,1072.4764
31.88,212.2103,1072.7172
31.9,212.3435,1072.9723
31.92,212.477,1073.3151
31.94,212.6104,1073.5629
31.96,212.7437,1073.8643
31.98,212.8771,1074.1049
32,213.0105,1074.442
32.02,213.1438,1074.6177
32.04,213.277,1074.8787
32.06,213.4102,1075.1354
32.08,213.5435,1075.4581
32.1,213.6769,1075.7751
32.12,213.8104,1076.0497
32.14,213.9437,1076.2537
32.16,214.0771,1076.4742
32.18,214.2105,1076.7926
32.2,214.3438,1076.9492
32.22,214.477,1077.2218
32.24,214.6103,1077.407
32.26,214.7437,1077.7814
32.28,214.8771,1077.9288
32.3,215.0104,1078.2781
32.32,215.1436,1078.5309
32.34,215.277,1078.7383
32.36,215.4104,1078.9683
32.38,215.5437,1079.2374
32.4,215.677,1079.5021
32.42,215.8104,1079.6266
32.44,215.9438,1079.9149
32.46,216.0771,1080.1626
32.48,216.2104,1080.496
32.5,216.3437,1080.67
32.52,216.477,1081.0051
32.54,216.6105,1081.1902
32.56,216.7438,1081.4445
32.58,216.8771,1081.7131
32.6,217.0104,1081.8997
32.62,217.1437,1082.1014
32.64,217.2771,1082.3339
32.66,217.4104,1082.6835
32.68,217.5437,1082.965
32.7,217.6771,1083.3339
32.72,217.8105,1083.5061
32.74,217.9437,1083.8173
32.76,218.077,1084.0186
32.78,218.2103,1084.3147
32.8,218.3437,1084.5186
32.82,218.477,1084.8168
32.84,218.6104,1085.1509
32.86,218.7436,1085.3696
32.88,218.877,1085.6239
32.9,219.0104,1085.8003
32.92,219.1438,1086.1012
32.94,219.277,1086.3022
32.96,219.4104,1086.5646
32.98,219.5437,1086.749
33,219.677,1087.0464
33.02,219.8103,1087.313
33.04,219.9437,1087.6525
33.06,220.0771,1087.8792
33.08,220.2105,1088.0303
33.1,220.3438,1088.2815
33.12,220.4771,1088.4897
33.14,220.6103,1088.757
33.16,220.7435,1089.0258
33.18,220.8768,1089.3314
33.2,221.0103,1089.5099
33.22,221.1437,1089.812
33.24,221.2771,1090.0336
33.26,221.4106,1090.3621
33.28,221.5438,1090.61
33.3,221.677,1090.8165
33.32,221.8103,1091.0181
33.34,221.9437,1091.3544
33.36,222.077,1091.6381
33.38,222.2104,1091.8347
33.4,222.3437,1092.1412
33.42,222.4771,1092.3983
33.44,222.6104,1092.7194
33.46,222.7437,1092.9341
33.48,222.8771,1093.2052
33.5,223.0104,1093.4547
33.52,223.1438,1093.7612
33.54,223.2771,1093.9484
33.56,223.4103,1094.1771
33.58,223.5436,1094.4619
33.6,223.677,1094.728
33.62,223.8104,1095.0601
33.64,223.9437,1095.3141
33.66,224.077,1095.5881
33.68,224.2104,1095.7753
33.7,224.3437,1096.088
33.72,224.4771,1096.2618
33.74,224.6104,1096.5002
33.76,224.7438,1096.7471
33.78,224.8771,1097.0431
33.8,225.0104,1097.2261
33.82,225.1436,1097.5216
33.84,225.2769,1097.7913
33.86,225.4104,1098.0007
33.88,225.5437,1098.2539
33.9,225.677,1098.4893
33.92,225.8103,1098.7959
33.94,225.9436,1098.9811
33.96,226.077,1099.2897
33.98,226.2104,1099.5212
34,226.3438,1099.8168
34.02,226.4771,1100.033
34.04,226.6104,1100.326
34.06,226.7437,1100.6023
34.08,226.877,1100.7996
34.1,227.0103,1101.0002
34.12,227.1437,1101.1997
34.14,227.2771,1101.5219
34.16,227.4105,1101.8054
34.18,227.5437,1102.1173
34.2,227.677,1102.2407
34.22,227.8104,1102.5747
34.24,227.9437,1102.8237
34.26,228.077,1103.1079
34.28,228.2104,1103.3363
34.3,228.3437,1103.5723
34.32,228.4771,1103.8474
34.34,228.6104,1104.0765
34.36,228.7437,1104.2955
34.38,228.8771,1104.5603
34.4,229.0105,1104.8595
34.42,229.1437,1105.0858
34.44,229.2769,1105.3672
34.46,229.4102,1105.5459
34.48,229.5437,1105.7974
34.5,229.677,1105.92
34.52,229.8104,1106.2433
34.54,229.9438,1106.4561
34.56,230.0771,1106.7393
34.58,230.2104,1106.9062
34.6,230.3437,1107.0782
34.62,230.4769,1107.4113
34.64,230.6102,1107.6042
34.66,230.7437,1107.8838
34.68,230.8772,1108.0536
34.7,231.0105,1108.2986
34.72,231.1437,1108.4971
34.74,231.277,1108.7766
34.76,231.4104,1109.0286
34.78,231.5437,1109.3099
34.8,231.6771,1109.4775
34.82,231.8104,1109.7634
34.84,231.9438,1110.0481
34.86,232.0771,1110.2384
34.88,232.2103,1110.501
34.9,232.3436,1110.6517
34.92,232.477,1111.0132
34.94,232.6104,1111.2745
34.96,232.7438,1111.5099
34.98,232.8771,1111.6948
35,233.0104,1111.9728
35.02,233.1438,1112.2126
35.04,233.2771,1112.5229
35.06,233.4104,1112.7537
35.08,233.5437,1113.0292
35.1,233.677,1113.2946
35.12,233.8104,1113.5621
35.14,233.9437,1113.881
35.16,234.077,1113.9862
35.18,234.2103,1114.2501
35.2,234.3438,1114.4557
35.22,234.4771,1114.719
35.24,234.6104,1114.9177
35.26,234.7437,1115.0975
35.28,234.877,1115.3745
35.3,235.0104,1115.6881
35.32,235.1437,1115.9014
35.34,235.2769,1116.0399
35.36,235.4103,1116.3037
35.38,235.5437,1116.4717
35.4,235.6771,1116.7534
35.42,235.8104,1116.9636
35.44,235.9437,1117.2365
35.46,236.077,1117.37
35.48,236.2104,1117.6725
35.5,236.3438,1117.9248
35.52,236.4771,1118.146
35.54,236.6104,1118.3794
35.56,236.7437,1118.6267
35.58,236.8771,1118.8544
35.6,237.0104,1119.1094
35.62,237.1438,1119.3811
35.64,237.2771,1119.6255
35.66,237.4105,1119.9349
35.68,237.5438,1120.0793
35.7,237.6769,1120.3527
35.72,237.8102,1120.5175
35.74,237.9436,1120.7645
35.76,238.0771,1121.01
35.78,238.2105,1121.2596
35.8,238.3438,1121.4943
35.82,238.4771,1121.7157
35.84,238.6104,1122.0414
35.86,238.7437,1122.2379
35.88,238.8769,1122.5016
35.9,239.0103,1122.7281
35.92,239.1438,1122.9796
35.94,239.2771,1123.0344
35.96,239.4104,1123.3635
35.98,239.5437,1123.5854
36,239.677,1123.7878
36.02,239.8104,1124.0421
36.04,239.9438,1124.2598
36.06,240.077,1124.442
36.08,240.2104,1124.6256
36.1,240.3437,1124.9044
36.12,240.477,1125.045
36.14,240.6103,1125.3678
36.16,240.7436,1125.595
36.18,240.877,1125.8276
36.2,241.0104,1125.9338
36.22,241.1437,1126.2306
36.24,241.277,1126.4415
36.26,241.4104,1126.6458
36.28,241.5439,1126.8995
36.3,241.6771,1127.071
36.32,241.8104,1127.3444
36.34,241.9437,1127.5264
36.36,242.077,1127.7996
36.38,242.2104,1127.9402
36.4,242.3438,1128.2499
36.42,242.4771,1128.4496
36.44,242.6104,1128.627
36.46,242.7438,1128.8756
36.48,242.8771,1129.178
36.5,243.0103,1129.3931
36.52,243.1436,1129.577
36.54,243.277,1129.7878
36.56,243.4104,1130.0349
36.58,243.5438,1130.3794
36.6,243.677,1130.5322
36.62,243.8103,1130.7953
36.64,243.9437,1130.9508
36.66,244.077,1131.2004
36.68,244.2104,1131.3583
36.7,244.3437,1131.5551
36.72,244.4771,1131.7935
36.74,244.6104,1131.9908
36.76,244.7437,1132.2111
36.78,244.877,1132.3762
36.8,245.0103,1132.5798
36.82,245.1438,1132.7407
36.84,245.2771,1132.9994
36.86,245.4104,1133.1652
36.88,245.5436,1133.4279
36.9,245.677,1133.5901
36.92,245.8104,1133.7664
36.94,245.9438,1133.9678
36.96,246.077,1134.163
36.98,246.2103,1134.4354
37,246.3436,1134.5563
37.02,246.4769,1134.8256
37.04,246.6103,1134.9884
37.06,246.7437,1135.222
37.08,246.8771,1135.4651
37.1,247.0105,1135.7
37.12,247.1438,1135.8295
37.14,247.277,1136.0928
37.16,247.4103,1136.2605
37.18,247.5437,1136.5155
37.2,247.6771,1136.7411
37.22,247.8104,1136.8818
37.24,247.9438,1137.0999
37.26,248.0771,1137.2776
37.28,248.2104,1137.5565
37.3,248.3437,1137.6956
37.32,248.477,1137.9761
37.34,248.6104,1138.1589
37.36,248.7438,1138.3585
37.38,248.8771,1138.6088
37.4,249.0103,1138.8427
37.42,249.1436,1139.0238
37.44,249.277,1139.2292
37.46,249.4103,1139.4509
37.48,249.5437,1139.5889
37.5,249.6771,1139.8284
37.52,249.8104,1139.9697
37.54,249.9438,1140.2191
37.56,250.0771,1140.3159
37.58,250.2103,1140.536
37.6,250.3436,1140.7301
37.62,250.477,1140.913
37.64,250.6104,1141.0415
37.66,250.7437,1141.2277
37.68,250.877,1141.536
37.7,251.0104,1141.6733
37.72,251.1437,1141.8512
37.74,251.277,1142.0151
37.76,251.4103,1142.2103
37.78,251.5437,1142.4088
37.8,251.6771,1142.7493
37.82,251.8104,1142.8213
37.84,251.9437,1142.9636
37.86,252.077,1143.11
37.88,252.2104,1143.2661
37.9,252.3438,1143.5162
37.92,252.4771,1143.6764
37.94,252.6104,1143.9
37.96,252.7437,1144.1084
37.98,252.877,1144.3236
38,253.0104,1144.5215
38.02,253.1438,1144.8073
38.04,253.2771,1144.9209
38.06,253.4104,1145.1868
38.08,253.5438,1145.399
38.1,253.677,1145.6562
38.12,253.8103,1145.731
38.14,253.9437,1145.9198
38.16,254.0771,1146.1926
38.18,254.2105,1146.3544
38.2,254.3438,1146.5551
38.22,254.4771,1146.6552
38.24,254.6103,1146.837
38.26,254.7436,1147.0554
38.28,254.8769,1147.3723
38.3,255.0103,1147.462
38.32,255.1437,1147.6342
38.34,255.2771,1147.7649
38.36,255.4105,1147.8967
38.38,255.5437,1148.1161
38.4,255.677,1148.3384
38.42,255.8103,1148.5631
38.44,255.9436,1148.642
38.46,256.077,1148.8982
38.48,256.2103,1148.9894
38.5,256.3437,1149.2283
38.52,256.4771,1149.3668
38.54,256.6104,1149.5646
38.56,256.7437,1149.7107
38.58,256.8771,1149.8644
38.6,257.0105,1150.0331
38.62,257.1439,1150.2798
38.64,257.2771,1150.5005
38.66,257.4103,1150.6156
38.68,257.5436,1150.8407
38.7,257.6771,1150.9642
38.72,257.8104,1151.2222
38.74,257.9437,1151.3851
38.76,258.0771,1151.6061
38.78,258.2104,1151.7643
38.8,258.3438,1151.9688
38.82,258.4771,1152.1482
38.84,258.6104,1152.3092
38.86,258.7437,1152.5112
38.88,258.8771,1152.6727
38.9,259.0103,1152.8949
38.92,259.1437,1153.0105
38.94,259.277,1153.222
38.96,259.4105,1153.3085
38.98,259.5438,1153.5366
39,259.6771,1153.707
39.02,259.8103,1153.9237
39.04,259.9436,1154.0629
39.06,260.077,1154.162
39.08,260.2104,1154.3337
39.1,260.3437,1154.4847
